id,nome,quartiere,classificazione,score,note,ciclabile_presente,n_corsie,senso_unico,n_testimonianze,municipio,data_segnalazione
SS-ROM-0433,Via Plinio,Prati,giallo,3,strada urbana tranquilla senza ciclabile,no,2,no,1,I,2026-06-16
SS-ROM-0434,Via Federico Cesi,Prati,giallo,3,strada urbana tranquilla senza ciclabile,no,2,no,1,I,2026-06-16
SS-ROM-0435,Via Leone XIII,Aurelio,nero,5,multicarreggiata ad alta velocità,no,4,no,1,XII,2026-06-13
SS-ROM-0436,Via del Casale di San Pio V,Aurelio,rosso,4,arteria trafficata nessuna ciclabile,no,2,no,1,XIII,2026-06-13
SS-ROM-0437,Via Bartolo da Sassoferrato,Aurelio,rosso,4,arteria trafficata nessuna ciclabile,no,2,no,1,XIII,2026-06-13
SS-ROM-0438,Via Principe Eugenio,Esquilino,rosso,4,carrefour dangereux - segnalazione Sophie,no,4,no,1,I,2026-06-12
SS-ROM-0439,Piazza Armenia,Appio-Latino,rosso,4,arteria trafficata nessuna ciclabile,no,4,no,1,VII,2026-06-12
SS-ROM-0440,Via Cilicia,Appio-Latino,nero,5,multicarreggiata ad alta velocità,no,4,no,1,I,2026-06-12
SS-ROM-0441,Via Guerrieri,Celio,giallo,3,strada urbana tranquilla senza ciclabile,no,2,no,1,I,2026-06-12
SS-ROM-0442,Via Odoardo Beccari,Testaccio,rosso,4,spesso seconda fila con restringimento carreggiata,no,2,no,1,I,2026-06-12
SS-ROM-0443,Via Ambrogio Contarini,Testaccio,giallo,3,strada urbana tranquilla senza ciclabile,no,2,no,1,I,2026-06-12
SS-ROM-0444,Viale Marco Polo,Testaccio,rosso,4,larga ma spesso mezzi in seconda fila,no,4,no,1,I,2026-06-12
SS-ROM-0445,Via Orazio Antinori,Testaccio,verde,1,pista ciclabile presente,si,2,no,1,I,2026-06-06
SS-ROM-0446,Percorso Ciclopedonale Elettra Pollastrini,Aurelio,verde,1,percorso ciclopedonale dedicato,si,0,no,1,XIV,2026-06-02
